year,month,division,dose,births,coverage_baseline,doses_baseline,stockout_flag,surge_doses,doses_disrupted
2028,4,Barishal,MR1,14209.90756956414,0.86,14053.598586298935,0,0.0,14053.598586298935
2028,5,Barishal,MR1,14900.412624901976,0.86,14736.508086028052,0,0.0,14736.508086028052
2028,6,Barishal,MR1,14330.61072020335,0.86,14172.974002281113,0,0.0,14172.974002281113
2028,7,Barishal,MR1,13814.232633023235,0.86,13662.276074059979,0,0.0,13662.276074059979
2028,8,Barishal,MR1,14267.564659069521,0.86,14110.621447819756,0,0.0,14110.621447819756
2028,9,Barishal,MR1,13640.712922427056,0.86,13490.665080280358,0,0.0,13490.665080280358
2020,4,Barishal,MR2,13354.158942076823,0.8734000000000001,13413.050783011382,0,0.0,13413.050783011382
2020,5,Barishal,MR2,13565.58819995112,0.8734000000000001,13625.412443912905,0,0.0,13625.412443912905
2020,6,Barishal,MR2,12951.964519658288,0.8734000000000001,13009.082683189981,0,0.0,13009.082683189981
2020,7,Barishal,MR2,13265.704263539974,0.8734000000000001,13324.206019342184,0,0.0,13324.206019342184
2020,8,Barishal,MR2,13194.287288145426,0.8734000000000001,13252.474095086147,0,0.0,13252.474095086147
2020,9,Barishal,MR2,14587.813204257382,0.8734000000000001,14652.145460488158,0,0.0,14652.145460488158
2020,10,Barishal,MR2,14966.614847515097,0.8734000000000001,15032.617618992637,0,0.0,15032.617618992637
2020,11,Barishal,MR2,15675.598118434724,0.8734000000000001,15744.72750613702,0,0.0,15744.72750613702
2020,12,Barishal,MR2,14689.36722504458,0.8734000000000001,14754.147334507026,0,0.0,14754.147334507026
2021,1,Barishal,MR2,15076.818045603477,0.8568,14855.490356694017,0,0.0,14855.490356694017
2021,2,Barishal,MR2,14161.926047101391,0.8568,13954.02897272994,0,0.0,13954.02897272994
2021,3,Barishal,MR2,13965.411815277346,0.8568,13760.399569829073,0,0.0,13760.399569829073
2021,4,Barishal,MR2,13266.264490640287,0.8568,13071.515727917687,0,0.0,13071.515727917687
2021,5,Barishal,MR2,13558.248934558776,0.8568,13359.213840199453,0,0.0,13359.213840199453
2021,6,Barishal,MR2,12130.285296132472,0.8568,11952.212707985245,0,0.0,11952.212707985245
2021,7,Barishal,MR2,12934.172332599353,0.8568,12744.298682756793,0,0.0,12744.298682756793
2021,8,Barishal,MR2,13566.868762882272,0.8568,13367.707129443159,0,0.0,13367.707129443159
2021,9,Barishal,MR2,13996.575561472282,0.8568,13791.105832229867,0,0.0,13791.105832229867
2021,10,Barishal,MR2,14971.920732318527,0.8568,14752.13293596809,0,0.0,14752.13293596809
2021,11,Barishal,MR2,15273.864054101867,0.8568,15049.643729787651,0,0.0,15049.643729787651
2021,12,Barishal,MR2,14895.908970835153,0.8568,14677.237027143292,0,0.0,14677.237027143292
2022,1,Barishal,MR2,14634.325525781815,0.8402000000000001,14140.124352776164,0,0.0,14140.124352776164
2022,2,Barishal,MR2,13539.252404918167,0.8402000000000001,13082.03185120408,0,0.0,13082.03185120408
2022,3,Barishal,MR2,13860.297878573185,0.8402000000000001,13392.235619213769,0,0.0,13392.235619213769
2022,4,Barishal,MR2,13926.988992010896,0.8402000000000001,13456.674573750688,0,0.0,13456.674573750688
2022,5,Barishal,MR2,13175.412066328094,0.8402000000000001,12730.478400848195,0,0.0,12730.478400848195
2022,6,Barishal,MR2,12838.34172242274,0.8402000000000001,12404.790922456523,0,0.0,12404.790922456523
2022,7,Barishal,MR2,12811.646000261495,0.8402000000000001,12378.996714832663,0,0.0,12378.996714832663
2022,8,Barishal,MR2,13621.11265718331,0.8402000000000001,13161.12768275023,0,0.0,13161.12768275023
2022,9,Barishal,MR2,14639.919293596115,0.8402000000000001,14145.529219051374,0,0.0,14145.529219051374
2022,10,Barishal,MR2,13703.224181427719,0.8402000000000001,13240.466300820905,0,0.0,13240.466300820905
2022,11,Barishal,MR2,14861.286981055006,0.8402000000000001,14359.421319704777,0,0.0,14359.421319704777
2022,12,Barishal,MR2,15031.494387641827,0.8402000000000001,14523.880822171162,0,0.0,14523.880822171162
2023,1,Barishal,MR2,15238.983142428717,0.8236,14433.450493519933,0,0.0,14433.450493519933
2023,2,Barishal,MR2,14390.333501268187,0.8236,13629.66047239115,0,0.0,13629.66047239115
2023,3,Barishal,MR2,13405.255939111592,0.8236,12696.654110170153,0,0.0,12696.654110170153
2023,4,Barishal,MR2,12485.019832950515,0.8236,11825.06168458075,0,0.0,11825.06168458075
2023,5,Barishal,MR2,13208.251164366964,0.8236,12510.063007818526,0,0.0,12510.063007818526
2023,6,Barishal,MR2,12678.755227075122,0.8236,12008.556225771928,0,0.0,12008.556225771928
2023,7,Barishal,MR2,12800.500192456324,0.8236,12123.865752283084,0,0.0,12123.865752283084
2023,8,Barishal,MR2,13480.713073700386,0.8236,12768.122580624582,0,0.0,12768.122580624582
2023,9,Barishal,MR2,14199.508630501474,0.8236,13448.922604293164,0,0.0,13448.922604293164
2023,10,Barishal,MR2,14334.094844403833,0.8236,13576.394590928645,0,0.0,13576.394590928645
2023,11,Barishal,MR2,14867.0580179301,0.8236,14081.185331102313,0,0.0,14081.185331102313
2023,12,Barishal,MR2,14907.639328967314,0.8236,14119.621514038103,0,0.0,14119.621514038103
2024,1,Barishal,MR2,14216.915361621424,0.807,13194.008301352762,0,0.0,13194.008301352762
2024,2,Barishal,MR2,14614.165799475859,0.807,13562.676570203572,0,0.0,13562.676570203572
2024,3,Barishal,MR2,13364.753027199153,0.807,12403.159046892173,0,0.0,12403.159046892173
2024,4,Barishal,MR2,13524.47306017122,0.807,12551.3872234919,0,0.0,12551.3872234919
2024,5,Barishal,MR2,12719.785294732588,0.807,11804.596742776579,0,0.0,11804.596742776579
2024,6,Barishal,MR2,12983.047734036394,0.807,12048.917449572475,0,0.0,12048.917449572475
2024,7,Barishal,MR2,12851.026984731592,0.807,11926.395593180154,1,0.0,8719.421809140384
2024,8,Barishal,MR2,14247.831788076697,0.807,13222.700290924578,1,0.0,9667.153868210036
2024,9,Barishal,MR2,14047.200539007106,0.807,13036.504460225544,1,0.0,9531.02556571632
2024,10,Barishal,MR2,15072.139726802769,0.807,13987.699273459308,1,0.0,10226.446804635676
2024,11,Barishal,MR2,15399.481886729534,0.807,14291.489164979344,1,0.0,10448.548460145987
2024,12,Barishal,MR2,14608.93812683325,0.807,13557.825028607598,1,0.0,9912.16451905636
2025,1,Barishal,MR2,14297.171878958296,0.807,13268.490362267246,1,0.0,9700.631119873202
2025,2,Barishal,MR2,14098.882280958938,0.807,13084.467700843943,1,0.0,9566.091627630638
2025,3,Barishal,MR2,13738.102704758907,0.807,12749.646215151504,1,0.0,9321.302685178918
2025,4,Barishal,MR2,14032.855085695179,0.807,13023.19116227941,1,0.0,9521.292175644177
2025,5,Barishal,MR2,13546.55298796961,0.807,12571.878500485196,1,0.0,9191.33620233738
2025,6,Barishal,MR2,12695.07516747695,0.807,11781.664509176984,1,0.0,8613.608501133109
2025,7,Barishal,MR2,12483.992382997574,0.807,11585.769131040899,1,0.0,8470.388831863853
2025,8,Barishal,MR2,14483.493091047201,0.807,13441.405763146355,1,0.0,9827.050062275524
2025,9,Barishal,MR2,13973.504909548305,0.807,12968.111231306304,1,0.0,9481.023081128524
2025,10,Barishal,MR2,14940.004561086758,0.807,13865.071232916567,1,0.0,10136.793094697365
2025,11,Barishal,MR2,14964.125074167761,0.807,13887.456275081391,1,0.0,10153.158862822824
2025,12,Barishal,MR2,14566.55085848509,0.807,13518.487524217087,1,0.0,9883.404757482132
2026,1,Barishal,MR2,15050.56697791615,0.807,13967.678683855083,0,0.0,13967.678683855083
2026,2,Barishal,MR2,13438.558067629761,0.807,12471.6538146638,0,0.0,12471.6538146638
2026,3,Barishal,MR2,13415.32448613369,0.807,12450.09188935637,0,124200.0,136650.09188935638
2026,4,Barishal,MR2,13685.117861505763,0.807,12700.473631370423,0,124200.0,136900.47363137043
2026,5,Barishal,MR2,13111.74707123154,0.807,12168.356869456433,0,124200.0,136368.35686945645
2026,6,Barishal,MR2,12943.462844756988,0.807,12012.180693076722,0,124200.0,136212.18069307672
2026,7,Barishal,MR2,12172.869626342828,0.807,11297.03165672746,0,0.0,11297.03165672746
2026,8,Barishal,MR2,14045.633473111102,0.807,13035.050144720759,0,0.0,13035.050144720759
2026,9,Barishal,MR2,14215.676872643087,0.807,13192.858921656418,0,0.0,13192.858921656418
2026,10,Barishal,MR2,15216.62242554549,0.807,14121.786442027493,0,0.0,14121.786442027493
2026,11,Barishal,MR2,14825.335462975492,0.807,13758.652576414404,0,0.0,13758.652576414404
2026,12,Barishal,MR2,14788.322139883989,0.807,13724.302361919335,0,0.0,13724.302361919335
2027,1,Barishal,MR2,13391.150625683014,0.807,12427.657338165121,0,0.0,12427.657338165121
2027,2,Barishal,MR2,14539.612724009148,0.807,13493.48758851669,0,0.0,13493.48758851669
2027,3,Barishal,MR2,13265.068286689408,0.807,12310.646623462106,0,0.0,12310.646623462106
2027,4,Barishal,MR2,13520.504731968245,0.807,12547.70441650313,0,0.0,12547.70441650313
2027,5,Barishal,MR2,13649.263537358978,0.807,12667.199025846,0,0.0,12667.199025846
2027,6,Barishal,MR2,12083.913227236986,0.807,11214.475670537284,0,0.0,11214.475670537284
2027,7,Barishal,MR2,13450.33660899153,0.807,12482.58488997459,0,0.0,12482.58488997459
2027,8,Barishal,MR2,14093.224564955377,0.807,13079.217057506838,0,0.0,13079.217057506838
2027,9,Barishal,MR2,13607.98091107724,0.807,12628.886684525234,0,0.0,12628.886684525234
2027,10,Barishal,MR2,13671.999872020899,0.807,12688.299481228996,0,0.0,12688.299481228996
2027,11,Barishal,MR2,14620.51722124842,0.807,13568.571007179595,0,0.0,13568.571007179595
2027,12,Barishal,MR2,14659.709121708564,0.807,13604.94305040163,0,0.0,13604.94305040163
2028,1,Barishal,MR2,14538.183583603235,0.807,13492.161274762982,0,0.0,13492.161274762982
2028,2,Barishal,MR2,14144.15231580303,0.807,13126.480556681001,0,0.0,13126.480556681001
2028,3,Barishal,MR2,13374.262651256113,0.807,12411.984453498237,0,0.0,12411.984453498237
2028,4,Barishal,MR2,13185.281407068669,0.807,12236.600409830078,0,0.0,12236.600409830078
2028,5,Barishal,MR2,13870.647492079766,0.807,12872.654405024627,0,0.0,12872.654405024627
2028,6,Barishal,MR2,12855.305851632502,0.807,11930.366595607542,0,0.0,11930.366595607542
2028,7,Barishal,MR2,13161.99889689407,0.807,12214.99307626254,0,0.0,12214.99307626254
2028,8,Barishal,MR2,14056.278500257815,0.807,13044.929262164265,0,0.0,13044.929262164265
2028,9,Barishal,MR2,14426.977714111534,0.807,13388.95666758121,0,0.0,13388.95666758121
2028,10,Barishal,MR2,14209.90756956414,0.807,13187.504719934,0,0.0,13187.504719934
2028,11,Barishal,MR2,14900.412624901976,0.807,13828.327936540278,0,0.0,13828.327936540278
2028,12,Barishal,MR2,14330.61072020335,0.807,13299.52327888472,0,0.0,13299.52327888472
2020,1,Chattogram,MR1,49984.6222920862,0.8808,50630.42361209995,0,0.0,50630.42361209995
2020,2,Chattogram,MR1,53273.842066594385,0.8808,53962.140106094776,0,0.0,53962.140106094776
2020,3,Chattogram,MR1,53292.89796805167,0.8808,53981.4422097989,0,0.0,53981.4422097989
2020,4,Chattogram,MR1,54020.385780618904,0.8808,54718.3291649045,0,0.0,54718.3291649045
2020,5,Chattogram,MR1,56400.321093239756,0.8808,57129.013241764405,0,0.0,57129.013241764405
2020,6,Chattogram,MR1,56332.47996390635,0.8808,57060.29560504002,0,0.0,57060.29560504002
2020,7,Chattogram,MR1,53890.64726480375,0.8808,54586.91442746502,0,0.0,54586.91442746502
2020,8,Chattogram,MR1,49907.31312862391,0.8808,50552.115614245726,0,0.0,50552.115614245726
2020,9,Chattogram,MR1,52316.087883020715,0.8808,52992.011738469344,0,0.0,52992.011738469344
2020,10,Chattogram,MR1,50794.45794226299,0.8808,51450.72233887703,0,0.0,51450.72233887703
2020,11,Chattogram,MR1,50548.555604614376,0.8808,51201.642943025996,0,0.0,51201.642943025996
2020,12,Chattogram,MR1,48305.50744457103,0.8808,48929.61460075488,0,0.0,48929.61460075488
2021,1,Chattogram,MR1,48657.737206341386,0.8756,48995.4219025534,0,0.0,48995.4219025534
2021,2,Chattogram,MR1,49682.353416807,0.8756,50027.14894951964,0,0.0,50027.14894951964
2021,3,Chattogram,MR1,51402.13016731144,0.8756,51758.860950672584,0,0.0,51758.860950672584
2021,4,Chattogram,MR1,52618.918437402084,0.8756,52984.09373135766,0,0.0,52984.09373135766
2021,5,Chattogram,MR1,57348.559402141174,0.8756,57746.55840439203,0,0.0,57746.55840439203
2021,6,Chattogram,MR1,57237.99945924459,0.8756,57635.23117549174,0,0.0,57635.23117549174
2021,7,Chattogram,MR1,53723.23867091117,0.8756,54096.07794728729,0,0.0,54096.07794728729
2021,8,Chattogram,MR1,52135.37885966576,0.8756,52497.198388951845,0,0.0,52497.198388951845
2021,9,Chattogram,MR1,50111.79649080003,0.8756,50459.57235844618,0,0.0,50459.57235844618
2021,10,Chattogram,MR1,51538.90101385318,0.8756,51896.58098688932,0,0.0,51896.58098688932
2021,11,Chattogram,MR1,48570.81895206821,0.8756,48907.90043559557,0,0.0,48907.90043559557
2021,12,Chattogram,MR1,48606.94025890046,0.8756,48944.27242429723,0,0.0,48944.27242429723
2022,1,Chattogram,MR1,48378.79969789644,0.8704,48425.24334560641,0,0.0,48425.24334560641
2022,2,Chattogram,MR1,52540.795154025946,0.8704,52591.234317373805,0,0.0,52591.234317373805
2022,3,Chattogram,MR1,53245.034182603216,0.8704,53296.149415418506,0,0.0,53296.149415418506
2022,4,Chattogram,MR1,53631.86162121843,0.8704,53683.34820837479,0,0.0,53683.34820837479
2022,5,Chattogram,MR1,53834.94762126773,0.8704,53886.629170984146,0,0.0,53886.629170984146
2022,6,Chattogram,MR1,55064.23589240758,0.8704,55117.09755886429,0,0.0,55117.09755886429
2022,7,Chattogram,MR1,52437.48632607259,0.8704,52487.82631294561,0,0.0,52487.82631294561
2022,8,Chattogram,MR1,49039.21294223117,0.8704,49086.290586655705,0,0.0,49086.290586655705
2022,9,Chattogram,MR1,48838.32016651814,0.8704,48885.20495387799,0,0.0,48885.20495387799
2022,10,Chattogram,MR1,49911.61667259492,0.8704,49959.531824600606,0,0.0,49959.531824600606
2022,11,Chattogram,MR1,48294.67872780709,0.8704,48341.041619385775,0,0.0,48341.041619385775
2022,12,Chattogram,MR1,44170.21360541241,0.8704,44212.61701047361,0,0.0,44212.61701047361
2023,1,Chattogram,MR1,47853.956674252695,0.8652,47613.72981174794,0,0.0,47613.72981174794
2023,2,Chattogram,MR1,50944.07928176476,0.8652,50688.340003770296,0,0.0,50688.340003770296
2023,3,Chattogram,MR1,50550.29317144865,0.8652,50296.53069972797,0,0.0,50296.53069972797
2023,4,Chattogram,MR1,51909.85654092248,0.8652,51649.26906108705,0,0.0,51649.26906108705
2023,5,Chattogram,MR1,53330.68586842525,0.8652,53062.96582536575,0,0.0,53062.96582536575
2023,6,Chattogram,MR1,53936.540825083874,0.8652,53665.77939014195,0,0.0,53665.77939014195
2023,7,Chattogram,MR1,54196.40386298458,0.8652,53924.3379155924,0,0.0,53924.3379155924
2023,8,Chattogram,MR1,52284.361409445744,0.8652,52021.89391517032,0,0.0,52021.89391517032
2023,9,Chattogram,MR1,50348.96064856748,0.8652,50096.208866111665,0,0.0,50096.208866111665
2023,10,Chattogram,MR1,47203.51976873774,0.8652,46966.55809949867,0,0.0,46966.55809949867
2023,11,Chattogram,MR1,46095.14312871815,0.8652,45863.74551021197,0,0.0,45863.74551021197
2023,12,Chattogram,MR1,46798.94167979755,0.8652,46564.01099256496,0,0.0,46564.01099256496
2024,1,Chattogram,MR1,48432.875418877564,0.86,47900.113789269904,0,0.0,47900.113789269904
2024,2,Chattogram,MR1,50925.132046442406,0.86,50364.95559393153,0,0.0,50364.95559393153
2024,3,Chattogram,MR1,52841.17614070943,0.86,52259.92320316162,0,0.0,52259.92320316162
2024,4,Chattogram,MR1,53435.64821825145,0.86,52847.85608785068,0,0.0,52847.85608785068
2024,5,Chattogram,MR1,54716.762802413046,0.86,54114.8784115865,0,0.0,54114.8784115865
2024,6,Chattogram,MR1,55568.564477471686,0.86,54957.310268219495,0,0.0,54957.310268219495
2024,7,Chattogram,MR1,51666.41729281272,0.86,51098.08670259178,1,0.0,35055.664133173435
2024,8,Chattogram,MR1,49083.926040525665,0.86,48544.002854079874,1,0.0,33303.44381849666
2024,9,Chattogram,MR1,50620.702936701884,0.86,50063.87520439816,1,0.0,34346.14694255222
2024,10,Chattogram,MR1,47889.62636450853,0.86,47362.84047449893,1,0.0,32493.111488319035
2024,11,Chattogram,MR1,47766.55670523225,0.86,47241.124581474694,1,0.0,32409.60872450008
2024,12,Chattogram,MR1,45099.19162590488,0.86,44603.10051801992,1,0.0,30599.801518176457
2025,1,Chattogram,MR1,48016.02712979597,0.86,47487.8508313682,1,0.0,32578.874407566556
2025,2,Chattogram,MR1,50857.93168855714,0.86,50298.494439983006,1,0.0,34507.106650686015
2025,3,Chattogram,MR1,51790.96275059727,0.86,51221.262160340695,1,0.0,35140.16822628024
2025,4,Chattogram,MR1,49621.63660695251,0.86,49075.79860427603,1,0.0,33668.28043781728
2025,5,Chattogram,MR1,52847.23650321816,0.86,52265.91690168276,1,0.0,35856.84996743352
2025,6,Chattogram,MR1,51120.34240992317,0.86,50558.018643414005,1,0.0,34685.15232513286
2025,7,Chattogram,MR1,51842.34190925088,0.86,51272.07614824911,1,0.0,35175.02898542671
2025,8,Chattogram,MR1,50034.08114774177,0.86,49483.7062551166,1,0.0,33948.12405874278
2025,9,Chattogram,MR1,45914.2046507746,0.86,45409.14839961607,1,0.0,31152.78785555056
2025,10,Chattogram,MR1,49217.957030671394,0.86,48676.559503334,1,0.0,33394.383845310535
2025,11,Chattogram,MR1,44741.65246700266,0.86,44249.49428986563,1,0.0,30357.211198861303
2025,12,Chattogram,MR1,44528.843962658226,0.86,44039.02667906898,1,0.0,30212.8206286636
2026,1,Chattogram,MR1,46791.43797153515,0.86,46276.732153848265,0,0.0,46276.732153848265
